flag_name,flag_on,latency,cpu,error,timestamp,conversion_rate,traffic_low,traffic_medium,user_web,region_EU,region_LATAM,region_US,release_window_normal,release_window_post-release
payment_compliance_enable_transaction_monitoring,1,228,75,0,,0.0,True,False,True,False,False,False,False,False
payment_reconciliation_enable_discrepancy_handling,0,95,53,0,,0.0,False,False,True,False,False,True,False,False
customer_enable_data_export,0,92,54,0,,0.0,False,True,True,True,False,False,False,False
customer_enable_customer_journey_tracking,1,220,55,0,,0.0,False,True,False,False,False,False,False,False
cart_pricing_region_based_pricing,0,149,46,0,,0.0,True,False,True,False,True,False,False,False
catalog_enable_device_pricing,1,349,89,1,,0.0,False,False,False,False,False,False,False,False
inventory_enable_cost_allocation,1,464,98,0,,0.0,False,False,True,False,False,True,False,False
cart_product_management_personalization,1,191,75,0,,0.0,True,False,False,False,True,False,False,False
catalog_enable_device_pricing,1,223,61,0,,0.0,True,False,False,False,True,False,False,False
order_fulfillment_enable_order_allocation,1,165,81,0,,0.0,False,True,True,False,False,False,False,False
customer_enable_notification_preferences,1,179,75,0,,0.0,True,False,False,False,False,False,False,False
inventory_enable_cross_warehouse_transfer,1,159,56,0,,0.0,False,True,True,False,True,False,False,False
payment_recurring_enable_subscription_billing,1,183,62,0,,0.0,False,True,True,False,False,False,False,False
provisioning_enable_5g_network,0,130,57,0,,0.0,True,False,False,False,False,False,False,False
catalog_enable_bulk_upload,1,171,81,0,,0.0,False,True,False,False,False,True,False,False
cart_financing_buy_now_pay_later,1,176,80,0,,0.0,False,True,False,True,False,False,False,False
order_lifecycle_enable_cancellation,1,163,70,0,,0.0,False,True,False,False,True,False,False,False
customer_enable_language_preferences,1,268,114,0,,0.0,False,False,False,False,True,False,False,False
customer_enable_language_preferences,0,114,62,0,,0.0,True,False,False,False,True,False,False,False
cart_bundling_bundle_pricing,1,187,55,0,,0.0,True,False,True,True,False,False,False,False
catalog_enable_view_analytics,1,403,92,0,,0.0,False,False,True,False,True,False,False,False
inventory_enable_equipment_depreciation,1,265,97,0,,0.0,False,False,True,False,False,False,False,False
cart_bundling_bundle_conflicts,1,314,101,1,,0.0,False,False,True,True,False,False,False,False
catalog_enable_device_reviews,1,374,100,1,,0.0,False,False,True,False,False,True,False,False
cart_bundling_bundle_pricing,1,163,58,0,,0.0,False,True,True,False,True,False,False,False
auth_enable_account_lock,1,188,63,1,,0.0,True,False,False,True,False,False,False,False
cart_compatibility_feature_compatibility,1,207,53,0,,0.0,False,True,False,False,True,False,False,False
cart_compatibility_feature_compatibility,1,360,90,0,,0.0,False,False,False,False,True,False,False,False
billing_enable_invoice_aging_analysis,0,154,60,0,,0.0,True,False,False,False,False,False,False,False
provisioning_enable_quota_management,0,128,58,0,,0.0,False,False,True,False,True,False,False,False
notification_sms_fragmentation_enable,1,412,112,0,,0.0,False,False,False,False,True,False,False,False
provisioning_enable_add_on_management,1,170,64,0,,0.0,True,False,False,True,False,False,False,False
catalog_enable_plan_bundling,1,353,103,1,,0.0,False,False,False,False,False,False,False,False
provisioning_enable_service_upgrade,1,391,113,1,,0.0,False,False,True,False,True,False,False,False
catalog_enable_ml_recommendations,1,200,70,0,,0.0,True,False,False,False,False,False,False,False
payment_method_enable_debit_card,1,164,75,0,,0.0,True,False,True,True,False,False,False,False
billing_tax_by_region,0,126,52,0,,0.0,False,True,True,False,False,True,False,False
inventory_enable_cost_tracking,0,145,58,0,,0.0,False,False,True,True,False,False,False,False
notification_dnd_checks_enable,0,110,45,0,,0.0,False,True,False,False,True,False,False,False
catalog_enable_allocation_rules,1,298,101,1,,0.0,False,False,True,True,False,False,False,False
cart_product_management_recently_viewed,0,115,57,0,,0.0,False,False,True,False,True,False,False,False
provisioning_enable_audit_logs,1,188,75,0,,0.0,False,True,False,False,False,False,False,False
provisioning_enable_5g_network,1,338,87,1,,0.0,False,False,True,False,False,True,False,False
billing_enable_invoice_reminders,1,146,58,0,,0.0,False,True,True,False,True,False,False,False
order_inventory_enable_reserve_items,1,211,85,0,,0.0,False,True,False,False,False,False,False,False
cart_inventory_hold_duration,1,175,53,0,,0.0,False,True,True,True,False,False,False,False
catalog_enable_product_analytics,1,131,69,0,,0.0,False,True,False,True,False,False,False,False
inventory_enable_order_allocation,1,224,78,1,,0.0,False,True,False,False,False,False,False,False
auth_enable_audit_logging,0,158,48,0,,0.0,False,True,True,True,False,False,False,False
cart_notifications_price_drop_alerts,0,147,35,0,,0.0,False,False,False,False,False,True,False,False
payment_method_enable_bank_transfer,0,117,51,0,,0.0,True,False,False,False,False,False,False,False
billing_enable_invoice_tracking,0,158,42,0,,0.0,False,True,False,False,False,True,False,False
provisioning_enable_multi_carrier,1,170,76,0,,0.0,False,True,True,True,False,False,False,False
cart_pricing_promotional_pricing,1,346,88,0,,0.0,False,False,False,True,False,False,False,False
provisioning_enable_network_config,0,135,59,0,,0.0,False,True,False,False,False,True,False,False
cart_financing_installment_plans,1,164,63,0,,0.0,False,True,True,False,False,False,False,False
provisioning_enable_call_forwarding,1,374,82,1,,0.0,False,False,True,True,False,False,False,False
cart_operations_purchase_order,1,294,102,0,,0.0,False,False,True,False,False,False,False,False
order_fulfillment_enable_packing,0,158,48,0,,0.0,False,True,False,False,True,False,False,False
provisioning_enable_network_config,1,191,73,0,,0.0,False,True,False,False,False,True,False,False
catalog_enable_dynamic_pricing,1,351,93,0,,0.0,False,False,False,False,True,False,False,False
customer_enable_subscription_management,0,138,57,0,,0.0,False,False,True,False,False,False,False,False
inventory_enable_turnover_analysis,0,116,38,0,,0.0,False,False,False,False,False,False,False,False
payment_refund_enable_partial_refund,0,117,56,0,,0.0,False,False,False,True,False,False,False,False
cart_analytics_product_performance,0,109,44,0,,0.0,False,True,True,False,True,False,False,False
notification_rate_msisdn_enable,1,243,63,1,,0.0,False,True,False,False,False,False,False,False
customer_enable_contract_templates,0,105,49,0,,0.0,False,False,True,True,False,False,False,False
provisioning_enable_auto_scaling,0,97,36,0,,0.0,False,True,True,True,False,False,False,False
cart_operations_anonymous_cart,1,241,67,1,,0.0,True,False,False,False,True,False,False,False
provisioning_enable_bandwidth_allocation,1,197,53,1,,0.0,False,True,False,False,True,False,False,False
notification_consent_checks_enable,1,319,107,0,,0.0,False,False,True,False,True,False,False,False
billing_enable_invoice_numbering,1,222,59,0,,0.0,False,True,False,True,False,False,False,False
payment_refund_enable_full_refund,1,402,82,0,,0.0,False,False,True,False,False,True,False,False
provisioning_enable_recurring_charges,1,198,60,0,,0.0,False,True,False,False,False,True,False,False
cart_offers_flash_sales,1,459,101,0,,0.0,False,False,True,False,False,True,False,False
customer_enable_addon_management,0,108,47,0,,0.0,False,False,True,False,True,False,False,False
notification_audit_enable,0,148,64,0,,0.0,False,False,False,False,False,False,False,False
cart_checkout_payment_gateway_integration,1,205,79,1,,0.0,False,True,False,False,True,False,False,False
customer_enable_manual_approval,1,142,75,0,,0.0,False,True,True,False,True,False,False,False
order_lifecycle_enable_order_status_history,1,386,98,0,,0.0,False,False,False,False,True,False,False,False
cart_analytics_cart_abandonment_tracking,1,191,62,0,,0.0,False,True,False,False,False,False,False,False
billing_enable_penalty_assessment,1,344,102,0,,0.0,False,False,False,False,False,True,False,False
catalog_enable_product_modification,1,465,129,0,,0.0,False,False,False,False,False,True,False,False
notification_templates_enable,0,155,44,0,,0.0,False,True,False,False,False,False,False,False
catalog_enable_bundle_management,1,329,113,0,,0.0,False,False,True,False,True,False,False,False
customer_enable_billing_address,1,438,117,1,,0.0,False,False,False,True,False,False,False,False
customer_enable_data_anonymization,1,220,63,0,,0.0,True,False,True,False,True,False,False,False
customer_enable_billing_notification,1,303,98,1,,0.0,False,False,False,False,False,False,False,False
cart_fees_processing_fees,1,229,59,1,,0.0,False,True,False,True,False,False,False,False
order_analytics_enable_shipping_analytics,0,105,46,0,,0.0,False,True,False,False,False,False,False,False
provisioning_enable_apn_config,1,138,72,0,,0.0,False,True,True,False,True,False,False,False
auth_enable_profile_edit,1,231,56,0,,0.0,False,True,True,False,False,True,False,False
billing_handle_orphaned_invoices,0,97,57,0,,0.0,False,True,False,False,True,False,False,False
cart_pricing_dynamic_pricing,1,187,67,0,,0.0,True,False,False,False,False,False,False,False
inventory_enable_warehouse_setup,1,355,129,1,,0.0,False,False,True,False,False,True,False,False
provisioning_enable_call_forwarding,1,184,71,1,,0.0,False,True,True,True,False,False,False,False
payment_method_enable_credit_card,1,315,83,0,,0.0,False,False,True,False,False,False,False,False
cart_bundling_dynamic_bundles,1,350,119,0,,0.0,False,False,True,False,False,True,False,False
provisioning_enable_overage_charges,1,210,65,0,,0.0,False,True,False,False,False,True,False,False
order_advanced_enable_predictive_inventory,0,128,62,0,,0.0,True,False,True,False,False,False,False,False
order_provisioning_enable_service_provisioning,1,200,56,0,,0.0,True,False,False,False,False,True,False,False
billing_enable_multi_currency,1,365,101,1,,0.0,False,False,False,False,True,False,False,False
payment_analytics_enable_payment_method_analytics,1,302,91,1,,0.0,False,False,True,False,False,False,False,False
order_notifications_enable_order_confirmation,1,430,114,0,,0.0,False,False,True,False,False,False,False,False
catalog_enable_product_modification,0,98,43,0,,0.0,False,False,False,True,False,False,False,False
inventory_enable_supplier_performance_tracking,1,368,105,0,,0.0,False,False,True,False,False,False,False,False
inventory_enable_order_shipping,1,181,72,0,,0.0,True,False,False,False,False,False,False,False
provisioning_enable_billing_sync,1,188,62,0,,0.0,False,True,False,False,True,False,False,False
billing_enable_invoice_reminders,0,116,53,0,,0.0,True,False,False,True,False,False,False,False
billing_enable_unmatched_invoice_handling,1,147,65,0,,0.0,False,True,False,False,True,False,False,False
catalog_enable_regional_pricing,0,130,48,0,,0.0,False,False,True,False,True,False,False,False
order_lifecycle_enable_order_tracking,1,211,77,0,,0.0,True,False,False,False,False,True,False,False
cart_operations_purchase_order,1,303,76,0,,0.0,False,False,False,True,False,False,False,False
customer_enable_kyc_validation,1,305,104,1,,0.0,False,False,False,False,False,False,False,False
billing_enable_write_off_tracking,0,103,45,0,,0.0,False,True,False,False,True,False,False,False
order_inventory_enable_reserve_items,1,400,106,0,,0.0,False,False,True,False,False,True,False,False
customer_enable_billing_notification,1,178,55,0,,0.0,True,False,True,False,False,False,False,False
payment_analytics_enable_revenue_analytics,0,116,43,0,,0.0,True,False,True,False,False,True,False,False
customer_enable_profile_update,0,156,47,0,,0.0,False,True,True,True,False,False,False,False
customer_enable_activation_delay,1,342,107,0,,0.0,False,False,False,False,False,False,False,False
catalog_enable_dynamic_pricing,1,136,63,0,,0.0,False,True,False,False,True,False,False,False
inventory_enable_stock_level_management,0,148,55,0,,0.0,False,True,False,True,False,False,False,False
provisioning_enable_provisioning_reports,1,194,82,0,,0.0,True,False,False,False,False,False,False,False
cart_notifications_order_updates,0,132,53,0,,0.0,False,True,False,False,True,False,False,False
inventory_enable_stock_counting,1,450,93,0,,0.0,False,False,True,False,False,False,False,False
catalog_enable_bundle_management,1,374,101,0,,0.0,False,False,True,False,True,False,False,False
order_inventory_enable_backorder,1,370,114,0,,0.0,False,False,False,True,False,False,False,False
cart_checkout_guest_checkout,1,190,61,0,,0.0,True,False,True,False,False,False,False,False
cart_bundling_dynamic_bundles,1,191,68,0,,0.0,False,True,True,False,False,False,False,False
payment_reconciliation_enable_discrepancy_handling,0,158,39,0,,0.0,False,True,False,False,False,True,False,False
catalog_enable_bundle_conflicts,1,208,68,0,,0.0,True,False,True,False,True,False,False,False
notification_sms_fragmentation_enable,1,173,66,0,,0.0,True,False,False,False,False,True,False,False
payment_billing_enable_bill_generation,0,144,61,0,,0.0,False,True,True,False,False,True,False,False
catalog_enable_review_ratings,1,347,88,1,,0.0,False,False,True,False,True,False,False,False
provisioning_enable_device_activation,1,164,76,0,,0.0,True,False,False,False,True,False,False,False
cart_bundling_service_bundles,0,148,39,0,,0.0,False,True,True,True,False,False,False,False
provisioning_enable_call_forwarding,1,207,63,1,,0.0,True,False,False,False,False,True,False,False
customer_enable_account_linking,0,101,54,0,,0.0,False,True,False,False,False,False,False,False
provisioning_enable_workflow_automation,0,104,36,0,,0.0,False,True,True,True,False,False,False,False
payment_compliance_enable_aml_check,0,121,53,0,,0.0,False,True,True,False,False,True,False,False
cart_compatibility_sim_card_compatibility,1,167,68,1,,0.0,True,False,True,True,False,False,False,False
payment_method_enable_digital_wallet,1,134,62,0,,0.0,False,True,True,False,False,False,False,False
billing_enable_invoice_tracking,1,186,76,0,,0.0,True,False,False,True,False,False,False,False
auth_enable_passwordless,1,216,70,0,,0.0,True,False,True,False,False,True,False,False
billing_enable_debt_collection_integration,0,141,64,0,,0.0,False,False,False,False,True,False,False,False
billing_enable_currency_conversion,1,189,81,0,,0.0,False,True,True,True,False,False,False,False
notification_sms_unicode_enable,1,386,83,1,,0.0,False,False,False,True,False,False,False,False
catalog_enable_warehouse_management,1,416,84,1,,0.0,False,False,True,True,False,False,False,False
notification_rate_global_enable,0,102,53,0,,0.0,False,False,True,True,False,False,False,False
cart_product_management_product_sorting,1,373,79,0,,0.0,False,False,False,False,True,False,False,False
cart_product_management_product_comparison,1,226,76,0,,0.0,True,False,False,False,False,False,False,False
provisioning_enable_multi_carrier,0,144,41,0,,0.0,False,True,False,False,True,False,False,False
inventory_enable_equipment_maintenance,1,158,69,0,,0.0,False,True,True,False,True,False,False,False
inventory_enable_warehouse_location_management,0,96,37,0,,0.0,False,True,True,False,False,False,False,False
billing_enable_reversal_processing,1,217,80,0,,0.0,False,True,True,False,True,False,False,False
payment_dispute_enable_dispute_tracking,1,382,111,0,,0.0,False,False,False,True,False,False,False,False
provisioning_enable_roaming_config,1,188,72,0,,0.0,False,True,True,False,True,False,False,False
provisioning_enable_latency_control,0,103,53,1,,0.0,True,False,True,False,False,True,False,False
cart_bundling_plan_bundling,1,198,78,0,,0.0,True,False,False,False,True,False,False,False
cart_product_management_service_products,1,219,60,0,,0.0,True,False,True,False,True,False,False,False
billing_enable_bundle_discounts,0,100,44,0,,0.0,False,False,False,False,False,True,False,False
provisioning_enable_smart_provisioning,1,375,107,0,,0.0,False,False,True,False,False,True,False,False
cart_bundling_plan_bundling,1,206,59,0,,0.0,True,False,True,False,False,True,False,False
cart_operations_cart_recovery,1,173,54,0,,0.0,False,True,True,False,False,True,False,False
notification_channel_email_enable,1,178,54,0,,0.0,False,True,True,True,False,False,False,False
catalog_enable_product_modification,0,128,36,0,,0.0,False,True,True,True,False,False,False,False
billing_enable_unmatched_invoice_handling,0,104,42,0,,0.0,False,False,False,False,True,False,False,False
cart_offers_bundle_offers,0,130,41,0,,0.0,False,False,True,False,False,False,False,False
cart_notifications_stock_alerts,1,373,111,0,,0.0,False,False,True,True,False,False,False,False
provisioning_enable_usage_tracking,1,182,49,0,,0.0,False,True,True,False,True,False,False,False
billing_enable_audit_trail,1,150,68,0,,0.0,True,False,False,False,False,False,False,False
catalog_enable_plan_comparisons,1,201,79,0,,0.0,False,True,False,False,False,False,False,False
provisioning_enable_qos_management,0,118,59,0,,0.0,True,False,True,True,False,False,False,False
catalog_enable_stock_levels,1,143,69,0,,0.0,False,True,True,False,True,False,False,False
provisioning_enable_traffic_shaping,1,319,118,1,,0.0,False,False,False,False,False,False,False,False
catalog_enable_review_moderation,1,208,67,0,,0.0,False,True,False,False,False,False,False,False
inventory_enable_supplier_pricing,0,145,53,0,,0.0,False,False,True,False,True,False,False,False
cart_bundling_bundle_pricing,0,96,47,0,,0.0,False,True,False,False,False,True,False,False
catalog_enable_ai_pricing,0,95,37,0,,0.0,False,True,False,False,False,False,False,False
customer_enable_communication_preferences,1,320,91,0,,0.0,False,False,True,False,True,False,False,False
auth_enable_user_deactivation,1,424,103,1,,0.0,False,False,False,True,False,False,False,False
customer_enable_identity_verification,1,323,107,0,,0.0,False,False,True,False,False,False,False,False
auth_enable_audit_logging,1,177,67,0,,0.0,False,True,False,True,False,False,False,False
order_lifecycle_enable_modification,1,234,75,0,,0.0,False,True,False,False,False,True,False,False
inventory_enable_supplier_pricing,0,108,54,0,,0.0,True,False,True,True,False,False,False,False
cart_analytics_cart_abandonment_tracking,1,239,78,0,,0.0,False,True,True,False,False,True,False,False
inventory_enable_cost_allocation,0,101,49,0,,0.0,False,True,True,False,True,False,False,False
catalog_enable_category_recommendations,0,101,48,0,,0.0,True,False,True,True,False,False,False,False
cart_inventory_warehouse_selection,0,138,54,0,,0.0,False,False,True,True,False,False,False,False
cart_tax_calculation,1,291,99,0,,0.0,False,False,True,True,False,False,False,False
catalog_enable_product_import,1,215,49,0,,0.0,True,False,True,True,False,False,False,False
inventory_enable_equipment_maintenance,1,267,109,0,,0.0,False,False,True,False,True,False,False,False
cart_checkout_guest_checkout,1,208,65,0,,0.0,True,False,True,False,True,False,False,False
billing_enable_late_fee_calculation,1,346,92,0,,0.0,False,False,False,False,False,True,False,False
inventory_enable_disposal_tracking,0,158,59,0,,0.0,False,False,False,False,True,False,False,False
order_lifecycle_enable_order_tracking,1,153,75,0,,0.0,False,True,False,True,False,False,False,False
provisioning_enable_notifications,1,426,97,0,,0.0,False,False,True,False,True,False,False,False
provisioning_enable_throttling,1,145,72,0,,0.0,True,False,False,False,False,True,False,False
billing_enable_invoice_history,1,135,78,0,,0.0,True,False,True,True,False,False,False,False
catalog_enable_regional_pricing,1,319,90,1,,0.0,False,False,False,False,True,False,False,False
customer_enable_age_verification,1,204,79,0,,0.0,False,True,True,True,False,False,False,False
catalog_enable_device_specifications,0,95,35,0,,0.0,True,False,True,False,False,False,False,False
inventory_enable_forecasting,1,369,95,0,,0.0,False,False,True,True,False,False,False,False
provisioning_enable_provisioning_reports,1,449,112,0,,0.0,False,False,True,True,False,False,False,False
cart_analytics_revenue_tracking,1,334,85,1,,0.0,False,False,True,False,False,False,False,False
billing_enable_credit_memo_creation,1,171,65,0,,0.0,False,True,True,False,True,False,False,False
payment_advanced_enable_payment_optimization,0,134,42,0,,0.0,False,True,True,False,False,False,False,False
inventory_enable_inventory_analytics,1,385,118,0,,0.0,False,False,False,False,False,False,False,False
order_advanced_enable_predictive_inventory,1,309,93,0,,0.0,False,False,False,False,False,False,False,False
payment_method_enable_credit_card,1,169,76,0,,0.0,False,True,False,False,False,False,False,False
billing_enable_invoice_generation,1,403,96,0,,0.0,False,False,False,False,True,False,False,False
provisioning_enable_call_forwarding,1,161,65,1,,0.0,True,False,False,True,False,False,False,False
customer_enable_language_preferences,0,90,44,0,,0.0,False,True,False,False,True,False,False,False
catalog_enable_device_pricing,1,230,55,0,,0.0,True,False,True,False,False,False,False,False
customer_enable_privacy_preferences,0,108,59,0,,0.0,False,True,True,False,False,True,False,False
payment_refund_enable_partial_refund,1,195,74,0,,0.0,False,True,True,False,False,False,False,False
customer_enable_notification_preferences,1,142,51,0,,0.0,True,False,True,False,True,False,False,False
cart_product_management_product_comparison,0,122,59,0,,0.0,True,False,False,False,False,False,False,False
catalog_enable_purchase_analytics,0,138,35,0,,0.0,False,False,True,False,True,False,False,False
catalog_enable_plan_bundling,0,100,57,0,,0.0,False,False,False,False,True,False,False,False
auth_enable_mfa,1,399,89,0,,0.0,False,False,False,False,False,False,False,False
cart_product_management_addon_products,0,101,64,0,,0.0,False,False,True,False,False,False,False,False
customer_enable_sanctions_screening,1,187,57,0,,0.0,True,False,True,False,False,True,False,False
cart_offers_free_shipping_offers,1,219,69,0,,0.0,True,False,True,False,False,True,False,False
provisioning_enable_service_downgrade,0,141,47,0,,0.0,True,False,False,True,False,False,False,False
order_pricing_enable_discount_application,0,103,43,0,,0.0,False,True,False,True,False,False,False,False
customer_enable_signature_capture,1,180,60,0,,0.0,True,False,False,False,False,True,False,False
order_inventory_enable_backorder,1,183,48,0,,0.0,False,True,False,False,True,False,False,False
catalog_enable_allocation_rules,1,138,61,0,,0.0,False,True,False,True,False,False,False,False
payment_compliance_enable_aml_check,1,233,83,0,,0.0,True,False,False,False,False,True,False,False
provisioning_enable_auto_scaling,1,182,82,0,,0.0,False,True,True,True,False,False,False,False
order_notifications_enable_delivery_updates,1,226,58,0,,0.0,False,True,False,True,False,False,False,False
payment_recurring_enable_subscription_billing,1,384,98,0,,0.0,False,False,True,False,False,False,False,False
provisioning_enable_throttling,0,98,56,0,,0.0,False,True,False,False,False,False,False,False
cart_operations_saved_for_later,0,115,35,0,,0.0,True,False,False,True,False,False,False,False
catalog_enable_plan_pricing,1,206,65,0,,0.0,False,True,False,True,False,False,False,False
billing_enable_partial_payment_tracking,1,246,65,0,,0.0,False,True,True,True,False,False,False,False
inventory_enable_equipment_maintenance,0,150,39,0,,0.0,False,True,True,False,False,True,False,False
cart_product_management_product_filtering,0,150,50,0,,0.0,False,False,True,True,False,False,False,False
cart_financing_financing_options,1,213,77,0,,0.0,False,True,False,True,False,False,False,False
cart_notifications_stock_alerts,1,192,75,0,,0.0,True,False,True,True,False,False,False,False
order_analytics_enable_fulfillment_analytics,1,473,114,1,,0.0,False,False,True,False,False,False,False,False
cart_product_management_bundled_products,1,435,95,1,,0.0,False,False,False,False,False,True,False,False
payment_dispute_enable_chargeback_handling,1,168,59,0,,0.0,False,True,True,False,True,False,False,False
provisioning_enable_notifications,1,383,116,0,,0.0,False,False,False,True,False,False,False,False
cart_bundling_create_bundles,0,91,49,0,,0.0,True,False,True,False,False,False,False,False
cart_bundling_bundle_recommendations,0,132,50,0,,0.0,False,False,False,False,False,True,False,False
provisioning_enable_carrier_routing,0,102,36,0,,0.0,False,False,False,False,False,True,False,False
cart_checkout_guest_checkout,1,159,63,0,,0.0,False,True,True,False,False,True,False,False
cart_product_management_product_search,1,188,67,0,,0.0,True,False,False,True,False,False,False,False
notification_audit_enable,0,101,61,0,,0.0,False,True,False,False,True,False,False,False
inventory_enable_equipment_tracking,1,332,97,1,,0.0,False,False,False,False,True,False,False,False
catalog_enable_device_reviews,1,205,61,0,,0.0,False,True,False,False,True,False,False,False
inventory_enable_product_lifecycle_management,1,315,71,0,,0.0,False,False,True,False,True,False,False,False
provisioning_enable_usage_tracking,0,93,52,0,,0.0,False,True,False,False,False,True,False,False
inventory_enable_turnover_analysis,0,115,58,0,,0.0,False,False,True,False,True,False,False,False
provisioning_enable_service_upgrade,1,308,90,1,,0.0,False,False,True,False,False,False,False,False
billing_enable_invoice_numbering,1,232,48,0,,0.0,False,True,True,False,False,True,False,False
order_fulfillment_enable_order_allocation,1,193,63,0,,0.0,False,True,True,True,False,False,False,False
catalog_enable_purchase_analytics,1,384,99,0,,0.0,False,False,True,False,False,True,False,False
payment_notification_enable_payment_failure_notification,0,93,51,0,,0.0,False,True,False,True,False,False,False,False
billing_enable_reversal_processing,0,128,59,0,,0.0,False,True,False,False,False,True,False,False
cart_bundling_dynamic_bundles,1,330,85,1,,0.0,False,False,True,False,False,False,False,False
customer_enable_reactivation,1,173,73,1,,0.0,False,True,True,False,True,False,False,False
billing_enable_write_off_management,1,302,99,0,,0.0,False,False,False,True,False,False,False,False
catalog_enable_category_recommendations,1,169,72,0,,0.0,False,True,True,False,True,False,False,False
inventory_enable_end_of_life_management,1,219,78,0,,0.0,True,False,False,False,False,True,False,False
payment_currency_enable_multi_currency,0,155,61,0,,0.0,False,True,False,False,True,False,False,False
auth_enable_passwordless,1,190,76,0,,0.0,True,False,False,False,True,False,False,False
provisioning_enable_service_suspension,1,170,73,0,,0.0,False,True,True,False,True,False,False,False
order_pricing_enable_discount_application,1,201,57,0,,0.0,False,True,True,False,True,False,False,False
customer_enable_lifetime_value_tracking,1,174,83,0,,0.0,True,False,True,False,False,False,False,False
payment_recurring_enable_subscription_billing,0,114,53,0,,0.0,False,True,False,False,False,False,False,False
cart_pricing_promotional_pricing,0,101,52,0,,0.0,False,True,False,False,True,False,False,False
billing_enable_reconciliation_automation,1,168,69,0,,0.0,True,False,False,False,True,False,False,False
customer_enable_kyc_validation,0,152,46,0,,0.0,False,True,True,False,True,False,False,False
billing_enable_international_billing,1,189,72,0,,0.0,True,False,True,True,False,False,False,False
auth_enable_profile_edit,0,92,47,0,,0.0,False,True,True,False,True,False,False,False
provisioning_enable_imei_assignment,1,309,104,0,,0.0,False,False,True,True,False,False,False,False
billing_enable_discrepancy_detection,0,123,60,0,,0.0,False,False,True,False,False,True,False,False
payment_billing_enable_invoice_billing,1,230,84,1,,0.0,False,True,False,False,True,False,False,False
cart_bundling_dynamic_bundles,1,193,88,0,,0.0,False,True,True,False,False,False,False,False
cart_checkout_shipping_address_validation,1,360,117,1,,0.0,False,False,True,False,False,False,False,False
inventory_enable_turnover_analysis,1,476,90,1,,0.0,False,False,False,False,False,False,False,False
catalog_enable_view_analytics,1,435,114,1,,0.0,False,False,False,False,True,False,False,False
catalog_enable_predictive_inventory,1,239,54,0,,0.0,False,True,False,False,True,False,False,False
cart_notifications_deal_notifications,1,219,74,0,,0.0,False,True,True,False,False,False,False,False
billing_enable_currency_conversion,1,424,106,0,,0.0,False,False,False,False,False,False,False,False
customer_enable_data_export,1,147,77,0,,0.0,False,True,False,True,False,False,False,False
cart_fees_service_fees,1,385,108,1,,0.0,False,False,False,False,False,False,False,False
billing_enable_late_fee_calculation,1,180,67,0,,0.0,False,True,False,False,False,True,False,False
order_pricing_enable_dynamic_pricing,0,119,63,0,,0.0,True,False,True,False,False,False,False,False
catalog_enable_availability_check,1,315,83,0,,0.0,False,False,True,True,False,False,False,False
order_products_enable_product_variants,1,194,75,0,,0.0,False,True,True,False,True,False,False,False
cart_product_management_product_comparison,1,473,94,0,,0.0,False,False,False,False,False,True,False,False
cart_analytics_conversion_tracking,1,405,83,0,,0.0,False,False,True,False,False,False,False,False
catalog_enable_bundle_publishing,1,177,68,1,,0.0,False,True,False,False,False,False,False,False
payment_method_enable_debit_card,0,121,49,0,,0.0,False,True,True,False,True,False,False,False
billing_enable_write_off_management,1,422,113,1,,0.0,False,False,True,False,False,False,False,False
customer_enable_email_verification,1,186,57,0,,0.0,False,True,False,False,False,True,False,False
billing_enable_invoice_reminders,1,189,84,1,,0.0,True,False,False,True,False,False,False,False
payment_recurring_enable_billing_schedule,1,201,72,1,,0.0,True,False,False,False,False,False,False,False
customer_enable_aml_check,1,143,81,0,,0.0,True,False,False,False,True,False,False,False
inventory_enable_cross_warehouse_transfer,1,149,70,0,,0.0,False,True,True,False,False,False,False,False
payment_advanced_enable_predictive_churn,1,149,69,0,,0.0,True,False,False,False,False,False,False,False
inventory_enable_order_allocation,0,113,54,0,,0.0,False,True,False,False,True,False,False,False
customer_enable_account_linking,1,345,111,0,,0.0,False,False,True,False,False,False,False,False
provisioning_enable_notifications,1,420,109,1,,0.0,False,False,True,False,False,True,False,False
billing_tax_reporting,1,355,122,0,,0.0,False,False,True,False,True,False,False,False
customer_enable_data_anonymization,1,358,92,0,,0.0,False,False,True,False,False,True,False,False
inventory_enable_inventory_adjustment,1,227,73,0,,0.0,True,False,False,False,True,False,False,False
billing_enable_bundle_discounts,1,211,58,0,,0.0,True,False,False,False,True,False,False,False
customer_enable_notification_preferences,0,112,35,0,,0.0,False,False,True,False,False,True,False,False
provisioning_enable_service_upgrade,1,137,82,0,,0.0,False,True,True,False,True,False,False,False
notification_senderid_whitelist_enable,0,96,42,0,,0.0,False,False,False,False,True,False,False,False
billing_enable_interest_accrual,0,148,56,0,,0.0,False,True,True,False,False,False,False,False
provisioning_enable_provisioning_reports,0,159,51,0,,0.0,False,False,True,True,False,False,False,False
billing_enable_payment_reconciliation,1,174,82,0,,0.0,True,False,True,False,True,False,False,False
inventory_enable_forecasting,0,102,42,0,,0.0,True,False,False,True,False,False,False,False
catalog_enable_regional_pricing,0,115,56,0,,0.0,False,False,True,False,False,True,False,False
notification_templates_enable,1,155,54,0,,0.0,True,False,True,False,True,False,False,False
cart_bundling_service_bundles,1,230,72,0,,0.0,False,True,False,False,False,True,False,False
payment_reconciliation_enable_discrepancy_handling,1,197,70,0,,0.0,True,False,True,False,False,False,False,False
