flag_name,flag_on,traffic,user,region,latency,cpu,error,conversion_rate
customer_enable_gdpr_compliance,0,medium,web,US,126,40,0,0.0367
order_lifecycle_enable_order_tracking,0,medium,web,EU,150,58,0,0.0297
provisioning_enable_workflow_automation,1,low,web,APAC,91,47,0,0.0516
catalog_enable_device_pricing,0,high,web,EU,167,50,0,0.016
provisioning_enable_plan_change,1,high,web,LATAM,111,44,0,0.0396
billing_enable_international_billing,1,low,mobile,EU,136,58,0,0.0751
provisioning_enable_imei_assignment,0,high,web,LATAM,178,60,0,0.0231
provisioning_enable_slice_isolation,1,medium,mobile,EU,147,51,0,0.045
catalog_enable_product_creation,0,medium,mobile,LATAM,159,70,0,0.0202
provisioning_enable_roaming_config,1,medium,mobile,LATAM,170,55,0,0.0476
inventory_enable_demand_planning,1,medium,web,EU,137,67,0,0.0531
billing_enable_debit_memo_creation,0,low,mobile,US,175,49,0,0.0324
billing_enable_discrepancy_detection,1,low,web,LATAM,176,42,0,0.0646
provisioning_enable_slice_management,0,high,web,APAC,143,48,0,0.0135
payment_method_enable_debit_card,1,low,mobile,LATAM,136,47,0,0.0492
provisioning_enable_alerts,0,low,web,US,101,36,0,0.042
catalog_enable_purchase_analytics,1,low,web,US,172,53,0,0.0436
cart_analytics_user_behavior_tracking,1,low,mobile,US,94,63,0,0.0655
provisioning_enable_slice_isolation,1,medium,web,LATAM,109,70,0,0.0481
billing_enable_transaction_history,0,high,mobile,APAC,147,36,1,0.0229
cart_operations_purchase_order,0,medium,web,LATAM,113,47,0,0.0458
provisioning_enable_service_status_updates,1,medium,web,LATAM,96,52,0,0.0313
payment_compliance_enable_transaction_monitoring,1,high,web,EU,165,65,0,0.0407
billing_enable_invoice_reminders,0,high,web,APAC,111,62,0,0.0374
payment_method_enable_buy_now_pay_later,1,low,mobile,APAC,151,53,0,0.0604
cart_operations_cart_sharing,0,high,web,LATAM,124,62,0,0.0323
order_advanced_enable_order_recommendations,1,low,mobile,LATAM,162,53,0,0.0636
catalog_enable_device_images,0,medium,mobile,LATAM,138,62,0,0.0495
cart_inventory_stock_checking,1,high,web,US,133,48,0,0.0619
inventory_enable_supplier_performance_tracking,1,low,web,EU,174,63,0,0.0617
order_inventory_enable_backorder,1,low,web,APAC,118,42,0,0.065
customer_enable_churn_prediction,0,medium,mobile,LATAM,156,56,0,0.023
payment_method_enable_cryptocurrency,1,medium,mobile,APAC,158,69,0,0.0644
notification_rate_msisdn_enable,0,high,web,US,125,47,0,0.01
billing_enable_discount_application,1,high,mobile,EU,131,59,0,0.038
inventory_enable_order_shipping,1,low,web,LATAM,151,53,0,0.0539
cart_offers_loyalty_rewards,1,medium,mobile,EU,99,46,0,0.0615
provisioning_enable_smart_provisioning,1,high,web,EU,95,39,0,0.0242
provisioning_enable_recurring_charges,1,high,mobile,APAC,119,68,0,0.0474
cart_compatibility_device_service_compatibility,1,low,mobile,LATAM,140,52,0,0.0411
cart_pricing_bundle_discounts,1,low,web,LATAM,124,49,0,0.043
notification_dnd_checks_enable,1,high,mobile,US,95,35,0,0.037
inventory_enable_order_shipping,0,low,web,US,137,67,0,0.0466
order_lifecycle_enable_cancellation,1,medium,mobile,US,164,52,0,0.0523
catalog_enable_regional_availability,0,medium,web,APAC,115,63,0,0.0438
customer_enable_termination,0,low,mobile,EU,127,51,0,0.044
payment_recurring_enable_auto_renew,0,low,mobile,EU,105,42,0,0.0426
payment_advanced_enable_payment_optimization,1,low,web,LATAM,164,69,0,0.0495
payment_recurring_enable_billing_schedule,1,low,mobile,US,173,42,0,0.0499
auth_enable_audit_logging,0,medium,web,EU,103,62,0,0.0404
provisioning_enable_auto_scaling,0,high,web,LATAM,161,62,0,0.0291
provisioning_enable_voicemail,1,low,web,LATAM,91,70,0,0.0494
customer_enable_aml_check,1,low,mobile,EU,109,36,0,0.0601
provisioning_enable_msisdn_allocation,1,low,mobile,US,131,53,1,0.0472
cart_product_management_product_search,1,low,mobile,LATAM,154,39,0,0.0674
catalog_enable_product_creation,1,low,web,US,167,49,0,0.0453
customer_enable_communication_preferences,1,medium,web,LATAM,113,53,0,0.0479
billing_enable_multi_currency,0,low,web,LATAM,178,38,0,0.0306
cart_product_management_personalization,1,low,web,US,97,43,0,0.0609
auth_enable_registration,0,medium,web,APAC,148,39,0,0.0432
notification_routing_enable,0,medium,web,EU,151,44,1,0.0202
customer_enable_subscription_management,1,high,mobile,APAC,105,36,0,0.0369
cart_operations_anonymous_cart,1,medium,web,APAC,104,67,0,0.0504
customer_enable_profile_update,1,low,mobile,US,106,46,0,0.0476
payment_method_enable_digital_wallet,0,medium,web,APAC,154,60,1,0.0477
catalog_enable_stock_levels,1,medium,web,LATAM,146,56,0,0.0471
customer_enable_contract_management,1,high,web,EU,124,45,0,0.0687
catalog_enable_purchase_analytics,1,medium,web,LATAM,179,55,0,0.0669
cart_product_management_product_search,1,high,web,LATAM,124,59,0,0.0339
customer_enable_account_linking,1,medium,mobile,US,109,43,0,0.0401
inventory_enable_supplier_pricing,1,low,web,APAC,111,44,0,0.0778
inventory_enable_turnover_analysis,1,medium,mobile,APAC,103,52,0,0.0424
payment_advanced_enable_dynamic_pricing,1,low,web,LATAM,100,62,0,0.046
catalog_enable_product_import,1,medium,mobile,APAC,175,69,0,0.0633
payment_method_enable_debit_card,1,high,web,US,135,60,0,0.0519
catalog_enable_backorder,0,low,web,APAC,171,37,0,0.0476
notification_metrics_enable,0,high,web,LATAM,91,36,1,0.0114
customer_enable_invoice_access,1,low,mobile,LATAM,126,64,0,0.0625
cart_analytics_conversion_tracking,1,medium,mobile,US,126,55,0,0.0704
provisioning_enable_5g_network,0,medium,web,LATAM,119,57,0,0.0496
customer_enable_account_migration,0,high,mobile,APAC,130,61,0,0.0379
cart_checkout_express_checkout,1,high,mobile,EU,123,68,0,0.0419
billing_enable_invoice_numbering,1,medium,mobile,US,167,48,0,0.0646
payment_transaction_enable_payment_authorization,1,high,web,US,171,60,0,0.0351
provisioning_enable_audit_logs,1,high,web,APAC,157,57,0,0.0259
cart_pricing_loyalty_discounts,1,low,mobile,LATAM,119,68,0,0.0717
provisioning_enable_quota_management,0,low,mobile,US,135,56,0,0.0483
catalog_enable_preorder,0,low,mobile,APAC,179,56,0,0.0215
order_advanced_enable_ml_demand_forecasting,1,low,mobile,APAC,136,35,0,0.0526
notification_diag_headers_enable,1,low,web,EU,124,40,0,0.0439
customer_enable_billing_address,1,medium,mobile,US,138,66,0,0.0547
cart_operations_cart_merge,0,high,web,LATAM,142,39,0,0.0132
billing_tax_reporting,1,medium,web,US,127,67,0,0.0702
catalog_enable_preorder,1,high,web,US,127,40,0,0.0439
billing_tax_reporting,1,low,web,EU,142,63,0,0.037
customer_enable_auto_activation,0,high,mobile,APAC,148,47,0,0.0291
cart_pricing_bundle_discounts,1,low,web,LATAM,178,55,0,0.0463
catalog_enable_product_analytics,0,medium,web,APAC,107,67,0,0.0462
catalog_enable_ml_recommendations,1,medium,web,APAC,117,50,0,0.0486
order_lifecycle_enable_cancellation,1,low,mobile,US,150,51,0,0.0749
billing_enable_installment_management,0,high,web,EU,150,63,0,0.0146
cart_operations_cart_sharing,0,high,web,EU,111,58,0,0.0247
catalog_enable_preorder,1,low,web,APAC,118,63,0,0.0363
customer_enable_identity_verification,0,medium,mobile,EU,128,41,0,0.0461
inventory_enable_price_management,1,high,web,US,125,44,0,0.0484
inventory_enable_end_of_life_management,0,high,mobile,EU,90,42,0,0.0202
catalog_enable_device_specifications,1,medium,web,LATAM,118,40,0,0.053
billing_tax_calculation,0,low,web,EU,160,45,0,0.0223
cart_operations_bulk_order,1,medium,web,LATAM,95,59,0,0.066
billing_enable_subscription_discount,0,low,web,LATAM,126,59,0,0.0475
inventory_enable_stock_level_management,0,low,web,APAC,170,46,0,0.0471
billing_tax_reporting,1,low,web,LATAM,140,61,0,0.0404
provisioning_enable_network_config,0,medium,mobile,LATAM,120,46,0,0.0222
provisioning_enable_voice_config,0,high,mobile,EU,175,64,0,0.0076
cart_inventory_availability_alerts,1,medium,web,LATAM,95,50,0,0.0509
provisioning_enable_slice_management,0,medium,web,EU,91,47,0,0.0304
provisioning_enable_performance_metrics,1,low,web,US,117,70,0,0.0443
payment_method_enable_cryptocurrency,0,medium,web,LATAM,142,51,0,0.0323
cart_fees_processing_fees,1,low,mobile,US,118,42,0,0.0496
cart_bundling_bundle_conflicts,1,high,web,EU,177,49,0,0.0405
billing_enable_installment_management,1,high,web,LATAM,108,66,0,0.0526
payment_notification_enable_invoice_notification,1,high,web,EU,122,40,0,0.0399
inventory_enable_cost_tracking,1,medium,web,EU,120,56,0,0.0379
catalog_enable_stock_levels,1,high,mobile,APAC,167,62,0,0.0532
order_advanced_enable_ml_demand_forecasting,1,low,mobile,LATAM,119,44,0,0.0518
notification_rate_global_enable,0,low,mobile,LATAM,105,38,0,0.0221
catalog_enable_product_categorization,1,low,web,US,94,49,0,0.0519
order_provisioning_enable_sim_activation,1,medium,mobile,LATAM,145,54,0,0.0498
billing_enable_coupon_management,0,low,web,EU,157,42,0,0.0404
customer_enable_document_upload,0,high,web,APAC,150,47,0,0.0115
cart_notifications_deal_notifications,1,low,web,US,114,39,0,0.0483
payment_billing_enable_invoice_billing,1,high,mobile,APAC,140,39,0,0.0613
customer_enable_profile_image,1,medium,web,APAC,162,37,0,0.0499
order_compliance_enable_compliance_reporting,1,medium,web,APAC,127,67,0,0.0618
cart_product_management_bundled_products,1,low,mobile,APAC,161,44,0,0.0372
payment_refund_enable_partial_refund,0,medium,mobile,APAC,175,53,0,0.0243
inventory_enable_equipment_registration,1,low,web,LATAM,171,69,0,0.041
customer_enable_consent_tracking,0,high,web,APAC,91,58,0,0.0277
catalog_enable_bundle_recommendations,0,high,mobile,APAC,114,36,0,0.0214
payment_advanced_enable_payment_optimization,0,medium,mobile,EU,96,38,0,0.0363
catalog_enable_product_modification,1,high,web,APAC,151,39,0,0.055
auth_enable_registration,1,low,mobile,US,104,64,0,0.0482
provisioning_enable_carrier_routing,0,medium,mobile,LATAM,158,62,0,0.0317
billing_tax_by_region,1,medium,mobile,APAC,97,55,0,0.0558
payment_reconciliation_enable_transaction_matching,0,medium,web,US,172,69,0,0.0412
provisioning_enable_recurring_charges,0,high,mobile,US,111,41,0,0.027
payment_billing_enable_billing_notifications,1,high,mobile,APAC,147,42,0,0.0576
customer_enable_reactivation,1,medium,mobile,EU,146,60,0,0.07
order_lifecycle_enable_order_status_history,1,high,web,US,111,42,0,0.0499
cart_inventory_availability_alerts,1,medium,mobile,APAC,173,46,0,0.0433
provisioning_enable_slice_isolation,1,medium,web,US,152,63,0,0.0422
catalog_enable_service_plans,1,low,web,EU,107,49,0,0.065
order_provisioning_enable_activation_delay,1,high,web,EU,92,69,0,0.0529
billing_tax_reporting,1,low,web,EU,94,43,0,0.0509
provisioning_enable_usage_analytics,1,low,web,LATAM,137,37,0,0.0478
customer_enable_customer_journey_tracking,1,high,web,EU,105,39,0,0.0372
payment_advanced_enable_predictive_churn,1,low,web,EU,113,70,0,0.0522
customer_enable_signature_capture,1,medium,web,US,137,67,0,0.0625
inventory_enable_valuation_methods,1,low,mobile,EU,158,47,0,0.0462
inventory_enable_obsolescence_tracking,1,medium,web,LATAM,123,39,0,0.04
notification_sms_unicode_enable,0,high,web,LATAM,127,62,0,0.0202
catalog_enable_bundle_management,0,low,mobile,APAC,102,62,0,0.0239
provisioning_enable_usage_analytics,0,low,web,EU,149,63,0,0.0385
inventory_enable_stock_counting,1,high,mobile,APAC,103,60,0,0.0485
cart_operations_purchase_order,0,high,web,EU,142,43,0,0.0448
order_fulfillment_enable_shipping,1,low,web,LATAM,158,56,0,0.0454
cart_operations_saved_for_later,0,high,mobile,LATAM,137,57,0,0.0248
order_pricing_enable_order_billing,1,low,web,EU,160,57,0,0.0573
payment_refund_enable_refund_reversal,1,low,web,EU,106,69,0,0.042
payment_compliance_enable_aml_check,0,low,web,LATAM,131,45,0,0.0225
billing_enable_coupon_management,1,high,web,LATAM,176,45,0,0.0523
billing_enable_subscription_discount,1,low,web,US,139,41,0,0.0598
inventory_enable_valuation_methods,0,high,mobile,US,152,68,0,0.0232
billing_enable_installment_management,1,medium,web,EU,162,53,0,0.0522
catalog_enable_plan_pricing,0,low,web,APAC,147,39,0,0.0441
cart_pricing_promotional_pricing,1,high,web,US,143,60,0,0.0332
cart_pricing_bundle_discounts,1,medium,mobile,EU,128,40,0,0.0461
customer_enable_data_retention_policy,1,medium,web,LATAM,169,64,1,0.0359
customer_enable_auto_renewal,0,low,web,APAC,144,46,0,0.034
inventory_enable_warehouse_setup,1,low,web,APAC,158,65,0,0.0556
inventory_enable_supplier_pricing,1,low,mobile,US,122,54,0,0.076
provisioning_enable_apn_config,0,low,mobile,US,107,61,0,0.0329
auth_enable_email_verification,0,low,web,APAC,176,56,0,0.0487
cart_tax_by_region,1,medium,web,US,140,64,0,0.0551
customer_enable_behavior_analytics,1,high,mobile,US,136,49,0,0.0585
inventory_enable_disposal_tracking,1,medium,mobile,APAC,134,51,0,0.0682
cart_tax_compliance,1,high,mobile,APAC,161,45,0,0.0421
customer_enable_suspension,0,high,mobile,US,174,45,0,0.032
cart_offers_referral_offers,1,medium,mobile,LATAM,163,41,0,0.0626
customer_enable_data_retention_policy,0,medium,web,US,161,53,1,0.0425
cart_tax_compliance,1,medium,web,US,117,48,0,0.0637
cart_bundling_bundle_conflicts,0,low,web,APAC,157,63,0,0.0481
catalog_enable_stock_levels,1,medium,web,US,147,52,0,0.0669
customer_enable_email_verification,0,high,web,EU,122,56,0,0.0232
cart_pricing_dynamic_pricing,1,low,mobile,APAC,100,39,0,0.0551
cart_notifications_price_drop_alerts,1,low,mobile,APAC,167,43,0,0.0578
provisioning_enable_5g_network,1,medium,mobile,LATAM,94,38,0,0.0667
payment_refund_enable_full_refund,1,high,web,US,147,54,0,0.0536
billing_tax_calculation,1,high,web,EU,154,59,0,0.0551
customer_enable_customer_segmentation,1,low,mobile,APAC,107,61,0,0.0415
cart_compatibility_feature_compatibility,1,medium,web,EU,102,50,0,0.0534
cart_checkout_one_step_checkout,0,low,web,US,101,63,0,0.0493
customer_enable_kyc_validation,1,low,web,EU,163,50,0,0.0663
provisioning_enable_security_groups,1,medium,web,US,94,62,0,0.0727
payment_reconciliation_enable_payment_reconciliation,0,low,web,EU,137,55,0,0.0486
inventory_enable_order_allocation,0,low,mobile,EU,137,38,0,0.0292
cart_operations_bulk_order,1,low,mobile,EU,178,57,0,0.058
notification_sms_unicode_enable,1,low,web,LATAM,150,38,0,0.0559
catalog_enable_product_versioning,1,low,web,US,105,65,0,0.0509
order_advanced_enable_order_recommendations,1,medium,web,US,129,57,0,0.0553
payment_method_enable_digital_wallet,0,medium,mobile,US,169,69,0,0.0231
catalog_enable_product_analytics,1,low,mobile,LATAM,100,45,0,0.0412
inventory_enable_stock_counting,0,medium,web,EU,94,54,0,0.0241
billing_enable_promotional_pricing,1,low,mobile,EU,171,64,0,0.0467
payment_refund_enable_refund_reversal,1,low,mobile,APAC,141,46,0,0.043
catalog_enable_volume_pricing,1,low,web,LATAM,178,56,0,0.0506
catalog_enable_stock_levels,1,medium,mobile,APAC,124,58,0,0.0558
catalog_enable_dynamic_pricing,1,medium,web,LATAM,113,69,0,0.0627
payment_notification_enable_invoice_notification,1,low,mobile,EU,147,44,1,0.0564
customer_enable_termination,1,medium,web,APAC,124,41,0,0.0542
customer_enable_sanctions_screening,1,low,web,US,139,55,0,0.0483
catalog_enable_warehouse_management,1,low,mobile,US,99,57,0,0.0605
billing_enable_write_off_management,0,low,mobile,EU,98,43,0,0.0439
auth_enable_session_timeout,0,high,mobile,US,162,44,0,0.0325
order_products_enable_bundle_products,0,medium,web,LATAM,160,51,0,0.0287
catalog_enable_device_images,1,low,web,EU,165,69,0,0.0529
cart_bundling_plan_bundling,1,low,mobile,EU,106,62,0,0.0636
catalog_enable_product_creation,1,high,mobile,LATAM,97,57,0,0.0369
auth_enable_audit_logging,0,high,web,US,163,69,0,0.0369
inventory_enable_end_of_life_management,1,high,mobile,EU,105,47,0,0.0351
customer_enable_phone_verification,1,low,web,LATAM,173,44,0,0.0349
cart_operations_cart_sharing,1,medium,web,LATAM,162,63,0,0.0587
cart_operations_purchase_order,1,medium,web,LATAM,131,36,0,0.0585
cart_pricing_payment_method_discounts,0,medium,web,LATAM,171,57,0,0.0289
cart_notifications_promotional_notifications,1,low,mobile,US,142,52,0,0.0458
cart_pricing_bundle_discounts,0,medium,web,EU,125,46,0,0.0297
provisioning_enable_network_config,1,medium,mobile,LATAM,122,64,0,0.054
catalog_enable_product_versioning,1,medium,web,APAC,149,48,0,0.0715
inventory_enable_disposal_tracking,1,medium,web,US,130,55,0,0.0596
customer_enable_language_preferences,1,low,mobile,LATAM,127,49,0,0.0373
notification_metrics_enable,1,high,mobile,US,111,65,0,0.0285
cart_checkout_registered_checkout,1,low,web,LATAM,122,50,0,0.0494
billing_enable_coupon_management,0,medium,web,LATAM,116,37,0,0.0372
cart_pricing_volume_discounts,0,medium,web,LATAM,163,51,0,0.0425
order_lifecycle_enable_order_status_history,1,low,mobile,US,125,69,0,0.0628
cart_inventory_pre_order_support,0,low,mobile,APAC,96,61,0,0.0451
inventory_enable_demand_planning,1,low,mobile,US,149,59,0,0.0493
customer_enable_communication_preferences,1,medium,web,EU,164,58,0,0.0606
payment_compliance_enable_fraud_detection,1,medium,mobile,EU,148,57,0,0.057
customer_enable_address_management,0,low,web,LATAM,125,36,0,0.0404
customer_enable_cookie_preferences,1,high,web,US,107,45,0,0.0346
customer_enable_profile_image,0,medium,web,EU,176,58,0,0.0373
provisioning_enable_slice_isolation,1,low,mobile,US,161,62,0,0.0462
order_advanced_enable_predictive_inventory,0,low,mobile,LATAM,141,51,0,0.0356
provisioning_enable_auto_scaling,1,high,web,LATAM,165,36,0,0.0457
payment_currency_enable_multi_currency,1,low,web,LATAM,106,57,0,0.0527
cart_checkout_payment_plan_selection,1,low,mobile,EU,94,41,0,0.0416
inventory_enable_stock_counting,1,medium,mobile,EU,114,61,0,0.0417
billing_enable_transaction_matching,1,high,web,US,150,68,0,0.0632
payment_compliance_enable_fraud_detection,0,low,mobile,LATAM,92,56,0,0.0384
catalog_enable_device_pricing,0,low,mobile,EU,129,67,0,0.0201
catalog_enable_inventory_sync,1,high,web,LATAM,143,60,1,0.0563
customer_enable_contract_management,1,high,mobile,APAC,114,54,0,0.035
payment_billing_enable_billing_notifications,1,low,mobile,LATAM,99,68,0,0.0626
billing_enable_bundle_discounts,0,low,web,LATAM,97,44,0,0.0228
catalog_enable_bundle_conflicts,0,low,mobile,US,150,46,0,0.0228
cart_tax_calculation,1,medium,web,EU,113,57,0,0.047
billing_enable_international_billing,1,low,web,APAC,159,46,0,0.0701
cart_fees_processing_fees,0,low,mobile,APAC,137,59,0,0.043
payment_method_enable_buy_now_pay_later,1,low,web,LATAM,105,46,0,0.0589
billing_enable_history_tracking,0,medium,web,APAC,178,57,0,0.032
provisioning_enable_firewall_config,0,medium,mobile,EU,120,44,0,0.0201
cart_notifications_abandoned_cart_notifications,1,high,mobile,US,159,68,0,0.042
provisioning_enable_firewall_config,0,low,web,EU,177,60,0,0.0376
customer_enable_auto_renewal,1,high,web,APAC,143,43,0,0.0294
inventory_enable_equipment_maintenance,1,high,mobile,LATAM,175,37,0,0.0709
catalog_enable_product_lifecycle,1,medium,web,US,138,58,0,0.0478
provisioning_enable_multi_carrier,1,medium,web,APAC,153,44,0,0.0601
cart_pricing_segment_based_pricing,0,high,web,LATAM,104,69,0,0.0234
auth_enable_session_timeout,1,medium,mobile,EU,180,68,0,0.0662
inventory_enable_cost_tracking,1,medium,mobile,EU,150,51,0,0.061
notification_routing_enable,1,medium,mobile,LATAM,142,49,0,0.0482
order_pricing_enable_tax_calculation,1,medium,mobile,US,142,58,0,0.053
cart_offers_free_shipping_offers,1,high,mobile,EU,160,42,0,0.0666
catalog_enable_device_catalog,1,low,mobile,US,163,67,0,0.0643
cart_operations_bulk_order,1,medium,web,US,135,44,0,0.039
cart_pricing_bundle_discounts,1,low,web,EU,150,66,0,0.0333
inventory_enable_demand_planning,1,low,web,EU,129,36,0,0.051
catalog_enable_fulfillment_options,1,medium,web,EU,163,47,0,0.056
billing_enable_interest_accrual,1,high,mobile,LATAM,162,38,0,0.0381
cart_inventory_hold_duration,1,low,mobile,US,117,61,0,0.0691
order_pricing_enable_discount_application,1,low,mobile,LATAM,127,60,0,0.0704
catalog_enable_review_images,1,low,mobile,US,179,60,0,0.0524
provisioning_enable_audit_logs,1,high,web,EU,114,69,0,0.0573
order_fulfillment_enable_delivery_tracking,1,medium,web,APAC,165,59,0,0.0745
provisioning_enable_bandwidth_allocation,1,medium,mobile,APAC,170,43,0,0.0438
billing_enable_partial_payment_tracking,0,medium,mobile,APAC,136,45,0,0.0429
customer_enable_consent_tracking,1,high,web,US,122,49,0,0.0369
provisioning_enable_network_config,1,medium,web,US,150,42,0,0.0484
cart_checkout_registered_checkout,0,low,mobile,EU,155,62,0,0.0212
catalog_enable_bundle_pricing,1,low,web,LATAM,129,59,0,0.0536
provisioning_enable_provisioning_reports,1,medium,mobile,EU,114,53,0,0.0596
customer_enable_marketing_opt_in,0,medium,web,LATAM,120,43,0,0.0349
provisioning_enable_network_slicing,1,low,mobile,LATAM,106,54,0,0.0416
inventory_enable_equipment_registration,0,medium,mobile,US,141,38,0,0.0485
catalog_enable_search_analytics,1,medium,mobile,US,138,40,0,0.0578
provisioning_enable_vpn_config,1,medium,web,APAC,132,64,0,0.0576
cart_notifications_price_drop_alerts,1,medium,web,US,101,58,0,0.0514
order_compliance_enable_audit_logging,1,low,web,APAC,134,60,0,0.0439
provisioning_enable_usage_analytics,1,low,mobile,EU,137,36,0,0.0601
order_compliance_enable_audit_logging,1,low,web,EU,151,62,0,0.0507
catalog_enable_warehouse_management,1,low,web,LATAM,103,44,0,0.062
inventory_enable_cross_warehouse_transfer,1,high,web,APAC,131,47,0,0.0394
customer_enable_addon_management,0,low,web,LATAM,113,70,1,0.0397
customer_enable_addon_management,1,low,mobile,LATAM,136,58,0,0.0419
cart_inventory_real_time_sync,1,low,web,APAC,100,52,0,0.0558
catalog_enable_review_moderation,1,medium,web,LATAM,170,46,1,0.0601
notification_routing_enable,0,high,web,LATAM,179,35,0,0.0181
catalog_enable_bundle_publishing,1,low,mobile,EU,112,51,1,0.0398
provisioning_enable_encryption,1,medium,web,US,142,66,0,0.0491
order_pricing_enable_dynamic_pricing,1,low,web,US,107,39,0,0.0509
billing_enable_currency_conversion,1,low,web,APAC,141,42,0,0.0389
notification_channel_email_enable,1,medium,web,APAC,115,40,0,0.0466
provisioning_enable_quota_management,1,medium,mobile,APAC,98,70,0,0.0427
order_compliance_enable_audit_logging,1,high,mobile,US,120,41,0,0.0286
inventory_enable_valuation_methods,1,medium,mobile,APAC,108,51,0,0.0364
catalog_enable_product_categorization,0,low,mobile,LATAM,111,70,0,0.0297
payment_billing_enable_invoice_billing,0,medium,web,LATAM,130,48,0,0.047
cart_compatibility_international_compatibility,0,high,web,US,148,49,0,0.034
auth_enable_account_lock,1,high,mobile,US,115,55,0,0.0505
inventory_enable_cost_tracking,1,low,web,EU,142,35,0,0.0693
customer_enable_consent_tracking,0,low,mobile,US,177,69,0,0.0324
catalog_enable_backorder,1,medium,mobile,US,158,51,0,0.0479
inventory_enable_warehouse_assignment,0,high,web,EU,90,66,0,0.0295
payment_currency_enable_currency_conversion,1,medium,mobile,US,116,46,0,0.0749
payment_currency_enable_currency_rate_management,1,low,web,APAC,107,45,0,0.0595
inventory_enable_equipment_maintenance,1,low,mobile,US,125,42,0,0.0522
payment_notification_enable_payment_failure_notification,1,medium,mobile,US,107,44,0,0.0472
order_pricing_enable_dynamic_pricing,1,low,mobile,APAC,92,51,0,0.0452
cart_checkout_one_step_checkout,0,low,web,APAC,100,35,0,0.0412
cart_analytics_user_behavior_tracking,0,medium,web,EU,159,61,0,0.027
order_compliance_enable_order_retention,1,low,mobile,US,117,62,0,0.0608
order_notifications_enable_order_updates,1,high,mobile,LATAM,180,65,0,0.0225
provisioning_enable_carrier_specific_config,0,high,mobile,EU,160,44,0,0.0139
inventory_enable_cost_tracking,1,low,mobile,US,153,61,0,0.0672
customer_enable_behavior_analytics,0,low,mobile,US,166,53,0,0.0265
customer_enable_contract_management,1,medium,mobile,APAC,160,60,0,0.0543
provisioning_enable_encryption,1,low,web,EU,162,59,0,0.0445
customer_enable_contract_renewal,1,low,mobile,APAC,137,35,0,0.0603
payment_method_enable_digital_wallet,1,low,mobile,US,136,58,0,0.04
catalog_enable_product_deletion,0,high,mobile,APAC,174,39,0,0.0183
notification_consent_checks_enable,0,medium,mobile,EU,103,70,0,0.0303
billing_enable_scheduled_invoices,1,low,web,LATAM,116,35,0,0.0558
payment_recurring_enable_billing_schedule,1,medium,mobile,APAC,146,64,0,0.0482
billing_enable_reversal_processing,0,medium,web,EU,167,40,0,0.0454
customer_enable_address_validation,1,low,web,APAC,165,57,0,0.0541
cart_analytics_revenue_tracking,1,medium,web,APAC,135,42,0,0.056
billing_enable_write_off_tracking,1,low,web,LATAM,168,55,0,0.0558
cart_notifications_deal_notifications,1,low,web,EU,167,44,0,0.0525
provisioning_enable_multi_carrier,0,medium,mobile,US,122,42,0,0.0235
provisioning_enable_service_downgrade,0,medium,mobile,APAC,171,62,0,0.0242
catalog_enable_fulfillment_options,0,high,mobile,LATAM,93,62,0,0.0165
cart_inventory_stock_checking,0,high,web,EU,101,36,0,0.0139
catalog_enable_category_recommendations,0,low,web,LATAM,116,67,1,0.0472
catalog_enable_product_modification,0,medium,web,EU,149,41,0,0.0429
order_provisioning_enable_device_shipping,1,high,mobile,APAC,131,36,0,0.0436
billing_enable_reversal_processing,0,medium,mobile,LATAM,117,57,0,0.0201
provisioning_enable_alerts,1,medium,web,EU,172,35,0,0.0615
catalog_enable_regional_pricing,1,high,web,EU,103,52,0,0.0266
payment_billing_enable_billing_cycle_management,1,low,web,LATAM,174,51,0,0.0582
order_products_enable_addon_products,1,low,web,LATAM,156,64,0,0.0786
payment_compliance_enable_pci_dss_compliance,1,medium,mobile,US,144,69,0,0.0516
cart_checkout_guest_checkout,0,high,web,LATAM,163,44,0,0.0327
catalog_enable_product_analytics,1,high,mobile,EU,130,66,0,0.0567
order_analytics_enable_fulfillment_analytics,1,low,mobile,LATAM,92,69,0,0.061
notification_sms_fragmentation_enable,1,low,web,APAC,99,63,0,0.0517
catalog_enable_product_versioning,0,medium,mobile,APAC,119,39,0,0.0278
catalog_enable_inventory_sync,0,low,mobile,LATAM,177,51,0,0.0258
inventory_enable_cost_allocation,0,low,mobile,LATAM,152,52,0,0.0443
order_products_enable_product_variants,0,high,mobile,LATAM,138,59,0,0.0347
provisioning_enable_plan_change,1,low,mobile,EU,155,51,0,0.0516
inventory_enable_end_of_life_management,1,low,mobile,US,129,62,0,0.0695
payment_transaction_enable_payment_authorization,1,high,web,US,129,60,0,0.0385
customer_enable_privacy_preferences,0,low,mobile,EU,98,59,0,0.0266
billing_enable_write_off_management,0,low,mobile,LATAM,164,62,0,0.0363
cart_offers_referral_offers,1,low,mobile,US,167,65,0,0.0564
customer_enable_billing_notification,1,low,web,EU,118,46,0,0.0437
cart_offers_limited_time_offers,1,low,web,LATAM,92,59,0,0.0595
order_provisioning_enable_device_shipping,1,high,mobile,APAC,131,52,1,0.0424
catalog_enable_fulfillment_options,1,medium,mobile,LATAM,151,50,0,0.0488
provisioning_enable_auto_scaling,1,medium,mobile,EU,129,70,0,0.0658
inventory_enable_order_fulfillment,0,high,web,US,91,62,0,0.0305
provisioning_enable_slice_management,1,low,mobile,EU,94,39,0,0.0472
