flag_name,flag_on,traffic,user,region,latency,cpu,error,timestamp,release_window
cart_pricing_time_based_pricing,1,low,web,APAC,161,74,0,2025-01-07T01:50:00,normal
catalog_enable_allocation_rules,1,medium,mobile,APAC,156,68,1,2025-02-11T16:44:00,normal
cart_pricing_region_based_pricing,0,medium,mobile,LATAM,113,54,0,2025-02-14T02:08:00,normal
cart_analytics_funnel_analysis,0,medium,mobile,LATAM,130,48,0,2025-01-11T23:41:00,normal
cart_offers_referral_offers,1,medium,web,LATAM,192,82,0,2025-01-15T12:58:00,post-release
order_advanced_enable_order_recommendations,1,high,mobile,US,379,77,0,2025-01-12T07:24:00,normal
customer_enable_account_hierarchy,0,low,web,US,138,58,0,2025-01-10T07:09:00,normal
cart_checkout_shipping_address_validation,0,high,web,APAC,331,67,0,2025-01-01T00:49:00,normal
auth_enable_2fa,1,medium,web,LATAM,212,70,0,2025-01-17T00:29:00,normal
order_fulfillment_enable_picking,0,low,web,US,116,48,0,2025-01-16T14:30:00,normal
provisioning_enable_vpn_config,1,low,web,LATAM,161,69,0,2025-01-27T10:38:00,post-release
cart_compatibility_international_compatibility,1,low,web,US,182,61,1,2025-01-25T23:34:00,normal
customer_enable_notification_preferences,0,low,web,US,113,57,0,2025-02-24T00:51:00,normal
notification_idempotency_enable,1,medium,web,EU,174,65,0,2025-02-06T03:50:00,normal
billing_enable_late_fee_calculation,1,low,mobile,US,185,64,0,2025-01-26T17:50:00,normal
catalog_enable_service_plans,1,low,mobile,EU,230,75,0,2025-01-07T10:34:00,post-release
order_fulfillment_enable_delivery_tracking,1,low,web,APAC,184,68,0,2025-02-16T20:02:00,normal
inventory_enable_warehouse_assignment,1,high,mobile,US,320,104,0,2025-01-10T16:28:00,normal
provisioning_enable_dlp,1,low,mobile,APAC,145,65,0,2025-01-03T10:35:00,post-release
order_compliance_enable_compliance_reporting,1,low,web,LATAM,146,60,0,2025-02-11T06:40:00,normal
billing_enable_advance_payment_tracking,1,low,web,EU,150,74,0,2025-02-10T06:30:00,normal
cart_product_management_addon_products,1,medium,web,EU,181,52,0,2025-02-25T15:09:00,normal
catalog_enable_promotional_pricing,1,high,mobile,US,293,104,0,2025-02-26T03:22:00,normal
cart_product_management_bundled_products,1,high,web,EU,407,108,0,2025-02-18T08:33:00,normal
payment_method_enable_bank_transfer,0,high,mobile,US,247,82,0,2025-01-31T05:03:00,normal
billing_enable_advance_payment_tracking,1,low,web,US,210,79,0,2025-03-01T16:30:00,normal
cart_product_management_product_search,0,high,mobile,US,229,81,0,2025-02-12T05:23:00,normal
provisioning_enable_supplementary_services,1,low,web,LATAM,203,72,0,2025-01-18T09:26:00,normal
payment_analytics_enable_payment_method_analytics,0,medium,mobile,US,128,48,0,2025-02-28T09:45:00,normal
customer_enable_data_retention_policy,0,medium,web,EU,136,47,0,2025-01-30T01:19:00,normal
payment_compliance_enable_pci_dss_compliance,1,low,mobile,US,171,72,0,2025-02-10T04:23:00,normal
order_lifecycle_enable_modification,0,medium,mobile,APAC,155,46,0,2025-01-03T06:42:00,normal
catalog_enable_product_modification,1,low,mobile,LATAM,194,75,0,2025-01-19T07:58:00,normal
customer_enable_age_verification,1,low,web,LATAM,143,84,0,2025-02-25T17:19:00,normal
inventory_enable_supplier_performance_tracking,0,medium,mobile,LATAM,155,42,0,2025-02-24T19:10:00,normal
provisioning_enable_data_config,1,low,web,US,164,66,0,2025-01-06T08:53:00,normal
provisioning_enable_apn_config,0,medium,mobile,EU,105,53,0,2025-01-14T03:30:00,normal
provisioning_enable_billing_sync,1,low,mobile,US,182,81,0,2025-01-19T01:20:00,normal
cart_product_management_product_sorting,1,medium,web,LATAM,211,66,0,2025-01-22T21:04:00,normal
billing_enable_payment_reconciliation,1,high,web,LATAM,343,98,1,2025-01-10T10:54:00,post-release
order_lifecycle_enable_modification,0,low,web,APAC,105,63,0,2025-01-17T17:52:00,normal
customer_enable_customer_segmentation,0,medium,web,EU,106,48,0,2025-02-23T10:49:00,post-release
notification_senderid_whitelist_enable,1,low,mobile,APAC,148,59,0,2025-01-23T14:30:00,normal
cart_bundling_service_bundles,1,high,mobile,EU,395,107,0,2025-01-13T19:15:00,normal
customer_enable_invoice_access,0,high,web,US,353,77,0,2025-01-31T01:36:00,normal
cart_bundling_bundle_recommendations,1,medium,web,US,180,71,1,2025-02-06T21:27:00,normal
customer_enable_registration,1,low,web,US,166,68,0,2025-02-12T05:44:00,normal
customer_enable_signature_capture,0,low,mobile,LATAM,118,42,0,2025-02-23T22:09:00,normal
notification_audit_enable,1,high,mobile,LATAM,333,94,1,2025-01-09T16:40:00,normal
catalog_enable_search_analytics,1,low,mobile,US,135,57,0,2025-01-30T16:25:00,normal
order_analytics_enable_fulfillment_analytics,0,medium,web,EU,159,58,0,2025-02-28T18:03:00,normal
customer_enable_data_export,1,low,web,LATAM,171,85,0,2025-01-11T00:36:00,normal
catalog_enable_backorder,1,high,web,EU,299,116,1,2025-02-12T12:57:00,post-release
cart_checkout_express_checkout,0,medium,mobile,LATAM,122,45,0,2025-02-04T01:11:00,normal
cart_offers_bundle_offers,0,low,web,APAC,156,40,0,2025-02-27T13:06:00,normal
inventory_enable_cost_tracking,0,low,web,US,145,45,0,2025-01-11T14:09:00,normal
provisioning_enable_notifications,0,low,mobile,EU,105,45,0,2025-01-13T15:46:00,normal
cart_financing_lease_options,1,low,web,US,185,69,0,2025-02-24T23:51:00,normal
cart_operations_cart_notifications,1,high,web,APAC,438,82,0,2025-02-06T00:27:00,normal
cart_compatibility_device_service_compatibility,0,medium,web,LATAM,125,57,0,2025-01-02T00:32:00,normal
cart_operations_persistent_cart,0,medium,mobile,LATAM,159,55,0,2025-01-02T11:44:00,post-release
provisioning_enable_voicemail,1,low,mobile,APAC,208,81,0,2025-02-25T03:58:00,normal
inventory_enable_cross_warehouse_transfer,1,low,web,LATAM,171,72,0,2025-02-05T23:02:00,normal
catalog_enable_service_plans,1,medium,web,APAC,211,70,0,2025-01-12T11:18:00,post-release
payment_method_enable_debit_card,0,high,mobile,US,315,96,0,2025-02-27T18:34:00,normal
provisioning_enable_quota_management,1,low,mobile,APAC,181,76,0,2025-02-05T06:55:00,normal
provisioning_enable_qos_management,1,low,web,APAC,142,71,0,2025-01-20T00:53:00,normal
customer_enable_account_migration,0,medium,web,LATAM,126,63,0,2025-01-13T23:32:00,normal
catalog_enable_product_deletion,1,high,web,APAC,360,111,0,2025-02-08T22:08:00,normal
cart_compatibility_sim_card_compatibility,1,low,web,LATAM,180,67,1,2025-01-25T18:54:00,normal
catalog_enable_product_deletion,0,medium,web,EU,128,60,0,2025-02-17T20:48:00,normal
cart_operations_persistent_cart,1,medium,mobile,US,212,71,0,2025-01-21T03:18:00,normal
provisioning_enable_sim_activation,0,medium,mobile,US,160,57,0,2025-01-16T22:44:00,normal
inventory_enable_disposal_tracking,1,low,web,US,135,79,0,2025-01-23T16:13:00,normal
cart_tax_calculation,1,low,mobile,EU,171,78,0,2025-01-17T18:28:00,normal
cart_operations_cart_sharing,0,medium,mobile,US,122,64,0,2025-01-17T08:41:00,normal
inventory_enable_demand_planning,1,medium,web,US,157,82,0,2025-02-27T09:56:00,normal
payment_refund_enable_full_refund,0,medium,mobile,APAC,148,54,0,2025-02-14T19:14:00,normal
catalog_enable_bundle_pricing,0,high,web,APAC,315,78,0,2025-01-16T00:10:00,normal
provisioning_enable_imei_assignment,1,medium,mobile,US,178,70,0,2025-02-04T08:30:00,normal
provisioning_enable_overage_charges,1,high,mobile,EU,311,105,0,2025-02-17T15:08:00,normal
billing_enable_history_tracking,0,medium,mobile,EU,151,58,0,2025-01-30T18:41:00,normal
notification_campaign_window_enable,1,low,mobile,US,159,70,0,2025-02-25T03:11:00,normal
catalog_enable_bundle_pricing,1,medium,mobile,LATAM,217,71,0,2025-01-16T23:51:00,normal
payment_reconciliation_enable_discrepancy_handling,1,low,mobile,US,195,68,0,2025-01-24T23:11:00,normal
customer_enable_phone_verification,1,medium,mobile,EU,172,74,0,2025-01-15T09:48:00,normal
provisioning_enable_sim_activation,1,high,web,US,416,109,0,2025-01-30T18:32:00,normal
customer_enable_profile_image,1,medium,web,LATAM,142,84,0,2025-02-15T11:02:00,post-release
payment_advanced_enable_dynamic_pricing,1,medium,mobile,LATAM,196,78,0,2025-01-30T20:50:00,normal
notification_rate_global_enable,1,medium,web,APAC,213,75,0,2025-01-05T03:43:00,normal
customer_enable_account_hierarchy,1,low,web,APAC,188,82,0,2025-02-12T19:49:00,normal
billing_enable_discrepancy_detection,1,low,web,APAC,180,63,0,2025-02-27T13:13:00,normal
auth_enable_mfa,1,high,mobile,EU,287,100,0,2025-02-04T06:21:00,normal
order_inventory_enable_reserve_items,1,high,web,APAC,380,109,0,2025-01-03T19:40:00,normal
inventory_enable_product_lifecycle_management,0,high,mobile,US,236,82,1,2025-02-10T06:32:00,normal
customer_enable_manual_approval,1,high,web,APAC,326,99,0,2025-01-07T00:40:00,normal
billing_enable_history_tracking,1,medium,web,LATAM,175,75,0,2025-02-26T08:33:00,normal
cart_notifications_order_updates,1,high,mobile,EU,361,73,1,2025-01-01T00:20:00,normal
billing_enable_debit_memo_creation,0,medium,mobile,US,111,41,0,2025-02-06T08:30:00,normal
customer_enable_address_validation,1,low,mobile,LATAM,215,74,0,2025-01-01T10:11:00,post-release
cart_operations_bulk_order,1,low,mobile,LATAM,197,70,0,2025-01-21T08:00:00,normal
billing_enable_debit_memo_creation,1,low,web,LATAM,182,70,0,2025-02-23T20:54:00,normal
customer_enable_communication_channel_preference,0,low,web,APAC,101,55,0,2025-01-12T20:29:00,normal
notification_diag_headers_enable,0,medium,web,APAC,113,44,0,2025-02-21T16:29:00,normal
customer_enable_address_validation,1,medium,web,LATAM,158,89,0,2025-01-04T15:26:00,normal
catalog_enable_bundle_recommendations,1,low,mobile,LATAM,181,69,0,2025-01-14T20:20:00,normal
catalog_enable_plan_pricing,1,medium,mobile,LATAM,175,70,0,2025-02-28T19:02:00,normal
cart_compatibility_network_compatibility,0,medium,mobile,EU,125,57,0,2025-02-27T22:33:00,normal
billing_enable_late_fee_calculation,1,low,web,APAC,177,59,0,2025-01-30T21:24:00,normal
payment_transaction_enable_payment_settlement_webhook,0,low,web,US,112,60,0,2025-02-14T03:49:00,normal
order_notifications_enable_order_confirmation,1,low,web,LATAM,192,59,0,2025-01-08T01:44:00,normal
order_lifecycle_enable_order_status_history,1,low,web,US,174,82,0,2025-02-08T21:06:00,normal
order_analytics_enable_order_analytics,1,low,web,APAC,200,75,0,2025-01-13T11:44:00,post-release
order_analytics_enable_shipping_analytics,0,high,mobile,APAC,328,88,0,2025-02-26T18:22:00,normal
inventory_enable_turnover_analysis,1,low,web,APAC,209,58,0,2025-02-20T22:55:00,normal
provisioning_enable_service_upgrade,1,low,mobile,EU,200,72,1,2025-01-02T01:18:00,normal
customer_enable_bulk_operations,1,low,web,EU,191,75,0,2025-02-21T00:48:00,normal
provisioning_enable_carrier_routing,1,high,web,LATAM,351,118,0,2025-01-21T11:03:00,post-release
order_advanced_enable_predictive_inventory,0,medium,mobile,US,121,50,0,2025-02-10T17:27:00,normal
customer_enable_manual_approval,1,high,web,EU,334,82,1,2025-02-28T22:16:00,normal
cart_bundling_create_bundles,1,high,mobile,APAC,357,93,0,2025-01-20T08:20:00,normal
payment_recurring_enable_subscription_billing,1,high,mobile,LATAM,320,84,0,2025-02-17T17:38:00,normal
inventory_enable_demand_planning,0,medium,web,EU,140,56,0,2025-01-19T12:13:00,post-release
cart_analytics_cart_abandonment_tracking,0,low,mobile,EU,124,65,0,2025-01-21T09:41:00,normal
payment_analytics_enable_payment_method_analytics,0,low,mobile,US,152,60,0,2025-01-10T15:03:00,normal
payment_analytics_enable_customer_payment_analytics,1,medium,mobile,EU,220,63,0,2025-02-18T09:34:00,normal
cart_bundling_bundle_recommendations,1,low,web,APAC,152,78,0,2025-01-17T04:52:00,normal
cart_operations_purchase_order,1,medium,web,EU,202,61,0,2025-01-01T02:30:00,normal
cart_tax_calculation,1,low,web,LATAM,166,73,0,2025-02-27T19:40:00,normal
provisioning_enable_priority_levels,1,high,mobile,EU,404,99,0,2025-02-08T14:34:00,normal
order_compliance_enable_compliance_reporting,1,medium,mobile,EU,182,71,0,2025-02-15T21:11:00,normal
catalog_enable_backorder,1,medium,mobile,US,172,74,0,2025-01-08T14:22:00,normal
catalog_enable_device_reviews,1,low,mobile,EU,145,75,0,2025-02-19T06:32:00,normal
payment_notification_enable_payment_confirmation,1,high,mobile,APAC,290,109,0,2025-02-19T15:41:00,normal
customer_enable_billing_address,0,medium,web,APAC,101,54,1,2025-02-20T09:27:00,normal
notification_dnd_checks_enable,1,low,mobile,LATAM,192,79,0,2025-02-21T22:39:00,normal
catalog_enable_device_catalog,1,high,web,APAC,326,80,0,2025-01-13T10:57:00,post-release
provisioning_enable_billing_sync,1,low,web,APAC,161,63,0,2025-02-01T15:57:00,normal
provisioning_enable_multi_carrier,0,high,mobile,EU,336,101,0,2025-02-01T05:14:00,normal
billing_enable_multi_currency,1,low,mobile,US,230,71,0,2025-02-17T14:49:00,normal
customer_enable_gdpr_compliance,1,medium,web,US,161,58,0,2025-01-13T23:55:00,normal
provisioning_enable_auto_scaling,1,low,web,EU,218,80,0,2025-02-23T09:25:00,normal
inventory_enable_turnover_analysis,1,medium,mobile,APAC,198,69,0,2025-01-09T15:13:00,normal
cart_analytics_user_behavior_tracking,1,high,mobile,LATAM,311,105,0,2025-02-09T01:48:00,normal
customer_enable_auto_activation,1,high,web,LATAM,363,106,0,2025-02-14T12:35:00,post-release
cart_checkout_shipping_address_validation,0,low,web,APAC,105,56,0,2025-01-11T15:25:00,normal
cart_fees_environmental_fees,1,high,mobile,APAC,296,81,0,2025-01-12T14:21:00,normal
payment_transaction_enable_installment_payment,0,medium,mobile,LATAM,145,55,0,2025-02-06T13:28:00,normal
cart_checkout_payment_plan_selection,1,low,mobile,APAC,151,75,0,2025-03-01T18:55:00,normal
order_notifications_enable_order_updates,0,low,mobile,US,123,63,0,2025-02-18T18:18:00,normal
billing_enable_late_fee_calculation,0,low,mobile,LATAM,155,63,0,2025-02-04T00:28:00,normal
cart_analytics_user_behavior_tracking,0,high,mobile,EU,296,74,0,2025-01-24T06:59:00,normal
customer_enable_contract_renewal,1,medium,web,EU,166,70,0,2025-02-08T08:15:00,normal
cart_bundling_service_bundles,1,high,web,APAC,397,103,1,2025-02-11T12:18:00,post-release
cart_inventory_hold_duration,1,low,mobile,LATAM,178,65,0,2025-01-09T04:20:00,normal
customer_enable_phone_verification,1,low,mobile,LATAM,208,77,0,2025-02-28T15:49:00,normal
cart_bundling_service_bundles,1,low,mobile,LATAM,229,67,0,2025-02-26T08:28:00,normal
inventory_enable_product_lifecycle_management,1,medium,web,EU,197,86,0,2025-02-20T15:49:00,normal
order_pricing_enable_order_billing,0,high,web,APAC,257,75,0,2025-02-06T18:52:00,normal
catalog_enable_product_versioning,1,low,web,US,225,69,0,2025-01-16T17:02:00,normal
cart_bundling_device_plan_bundles,0,low,web,US,123,53,0,2025-01-09T02:37:00,normal
cart_product_management_product_comparison,1,high,web,US,336,111,0,2025-01-03T09:34:00,normal
provisioning_enable_sim_activation,1,high,web,US,314,91,0,2025-01-14T12:10:00,post-release
payment_currency_enable_currency_conversion,0,low,web,APAC,106,40,0,2025-02-25T23:20:00,normal
order_inventory_enable_reserve_items,0,medium,mobile,US,142,46,0,2025-02-11T11:41:00,post-release
inventory_enable_supplier_orders,0,high,web,EU,366,84,0,2025-02-15T21:40:00,normal
catalog_enable_volume_pricing,0,medium,mobile,US,114,50,0,2025-02-13T20:39:00,normal
provisioning_enable_usage_tracking,1,medium,web,LATAM,165,68,0,2025-02-13T10:35:00,post-release
inventory_enable_warehouse_setup,0,high,mobile,EU,261,78,0,2025-01-30T04:00:00,normal
payment_transaction_enable_payment_settlement,1,medium,web,EU,175,71,1,2025-02-15T01:13:00,normal
payment_reconciliation_enable_discrepancy_handling,0,medium,web,LATAM,101,43,0,2025-01-29T17:49:00,normal
customer_enable_age_verification,1,low,web,LATAM,193,83,1,2025-01-03T12:12:00,post-release
cart_checkout_payment_plan_selection,1,high,mobile,LATAM,373,95,1,2025-01-07T03:42:00,normal
customer_enable_email_verification,0,high,mobile,APAC,296,85,0,2025-01-18T20:54:00,normal
cart_analytics_session_tracking,0,low,mobile,US,118,57,0,2025-02-14T14:50:00,normal
cart_checkout_payment_gateway_integration,1,low,web,LATAM,206,61,1,2025-02-20T05:47:00,normal
cart_checkout_one_step_checkout,1,high,mobile,US,380,85,0,2025-01-26T18:56:00,normal
customer_enable_notification_preferences,0,low,web,APAC,131,48,0,2025-01-15T11:43:00,post-release
cart_analytics_product_performance,1,medium,mobile,LATAM,192,64,0,2025-01-30T03:53:00,normal
customer_enable_signature_capture,1,low,mobile,US,199,81,0,2025-02-09T16:40:00,normal
inventory_enable_stock_counting,0,low,mobile,US,133,58,0,2025-01-27T08:45:00,normal
auth_enable_passwordless,1,low,web,LATAM,139,62,0,2025-02-06T07:02:00,normal
cart_pricing_time_based_pricing,0,high,web,EU,279,77,0,2025-02-12T16:03:00,normal
notification_audit_enable,1,low,mobile,LATAM,227,66,0,2025-01-03T05:58:00,normal
customer_enable_customer_journey_tracking,0,low,mobile,US,128,55,0,2025-02-02T18:17:00,normal
customer_enable_address_validation,1,low,mobile,EU,207,79,0,2025-02-25T10:04:00,post-release
billing_enable_discrepancy_detection,0,low,mobile,EU,146,53,0,2025-02-25T20:49:00,normal
customer_enable_customer_segmentation,1,medium,web,EU,204,62,0,2025-02-07T11:25:00,post-release
catalog_enable_bundle_pricing,1,high,web,US,293,110,0,2025-01-18T16:06:00,normal
catalog_enable_review_ratings,1,medium,mobile,APAC,173,85,0,2025-02-17T10:23:00,post-release
provisioning_enable_service_termination,1,low,web,US,201,70,0,2025-02-19T17:06:00,normal
customer_enable_auto_renewal,1,low,mobile,EU,189,60,0,2025-02-27T23:45:00,normal
billing_tax_by_region,1,low,web,EU,178,83,0,2025-02-15T19:38:00,normal
billing_enable_subscription_discount,1,high,web,US,297,82,0,2025-01-27T19:19:00,normal
customer_enable_email_verification,1,medium,mobile,LATAM,156,66,0,2025-02-28T09:39:00,normal
provisioning_enable_add_on_management,1,low,mobile,EU,166,84,0,2025-01-01T20:17:00,normal
billing_enable_installment_management,1,low,mobile,EU,213,86,0,2025-02-21T05:51:00,normal
customer_enable_gdpr_compliance,1,medium,web,LATAM,168,61,0,2025-01-26T15:33:00,normal
cart_analytics_revenue_tracking,0,medium,mobile,LATAM,148,50,0,2025-01-20T10:11:00,post-release
catalog_enable_product_lifecycle,0,medium,web,APAC,142,61,0,2025-02-14T22:55:00,normal
customer_enable_subscription_management,0,medium,mobile,US,117,56,1,2025-02-10T15:15:00,normal
customer_enable_fraud_detection,0,high,web,EU,244,74,0,2025-02-02T02:08:00,normal
notification_failover_enable,1,high,web,US,383,97,0,2025-01-25T15:08:00,normal
notification_consent_checks_enable,0,medium,mobile,US,101,61,0,2025-02-25T23:21:00,normal
cart_operations_anonymous_cart,1,medium,mobile,LATAM,164,63,0,2025-01-13T01:29:00,normal
payment_method_enable_bank_transfer,1,low,mobile,US,162,62,1,2025-02-03T21:25:00,normal
billing_enable_invoice_tracking,1,high,web,US,413,108,0,2025-02-05T21:02:00,normal
catalog_enable_availability_check,0,medium,web,EU,113,61,0,2025-01-26T14:52:00,normal
provisioning_enable_provisioning_reports,1,medium,mobile,LATAM,181,76,0,2025-01-31T13:11:00,normal
auth_enable_sso,0,medium,web,US,144,44,0,2025-01-30T04:41:00,normal
payment_dispute_enable_dispute_management,1,medium,mobile,US,155,74,0,2025-01-23T10:17:00,post-release
provisioning_enable_usage_tracking,1,low,mobile,EU,219,58,0,2025-01-13T00:55:00,normal
cart_compatibility_device_plan_matching,1,medium,mobile,EU,161,71,0,2025-03-01T00:40:00,normal
inventory_enable_forecasting,1,high,mobile,US,371,99,0,2025-02-25T05:55:00,normal
provisioning_enable_notifications,1,medium,web,US,202,77,0,2025-02-19T23:08:00,normal
payment_billing_enable_billing_notifications,1,high,web,APAC,304,96,1,2025-03-01T03:38:00,normal
customer_enable_data_export,0,high,mobile,EU,342,94,1,2025-01-04T03:59:00,normal
cart_financing_installment_plans,1,low,mobile,US,193,77,0,2025-02-11T17:13:00,normal
order_pricing_enable_dynamic_pricing,1,low,mobile,LATAM,184,82,0,2025-02-10T04:00:00,normal
payment_method_enable_credit_card,0,medium,web,LATAM,129,50,0,2025-01-08T14:14:00,normal
provisioning_enable_firewall_config,1,high,mobile,US,426,93,0,2025-01-06T10:07:00,post-release
customer_enable_dormant_account_management,1,high,mobile,US,326,96,0,2025-01-16T05:14:00,normal
notification_channel_email_enable,1,low,web,EU,146,56,0,2025-01-16T21:24:00,normal
billing_enable_audit_trail,1,medium,web,EU,197,83,0,2025-02-18T00:27:00,normal
provisioning_enable_encryption,1,high,web,LATAM,398,87,0,2025-01-23T06:35:00,normal
billing_enable_invoice_aging_analysis,1,low,web,EU,184,63,0,2025-02-19T09:46:00,normal
auth_enable_mfa,0,high,web,APAC,325,85,0,2025-01-09T12:59:00,post-release
billing_enable_advance_payment_tracking,1,high,web,APAC,393,88,0,2025-02-11T06:06:00,normal
notification_failover_enable,1,medium,web,APAC,167,76,0,2025-01-29T16:47:00,normal
provisioning_enable_security_groups,1,high,mobile,EU,328,100,0,2025-02-11T14:45:00,normal
catalog_enable_product_categorization,0,high,mobile,APAC,234,70,1,2025-01-21T12:56:00,post-release
payment_billing_enable_billing_notifications,1,high,web,APAC,309,86,1,2025-02-07T21:40:00,normal
inventory_enable_cost_tracking,0,high,web,EU,287,81,1,2025-02-10T21:22:00,normal
cart_notifications_deal_notifications,1,low,mobile,EU,219,77,0,2025-01-24T23:42:00,normal
customer_enable_signature_capture,1,low,mobile,LATAM,179,60,0,2025-01-07T13:18:00,normal
provisioning_enable_traffic_shaping,1,medium,web,LATAM,185,81,0,2025-01-20T18:55:00,normal
order_notifications_enable_delivery_updates,0,low,mobile,EU,109,60,1,2025-01-26T12:11:00,post-release
order_products_enable_service_products,0,medium,web,US,128,64,0,2025-02-28T16:59:00,normal
customer_enable_account_migration,0,medium,mobile,LATAM,142,65,0,2025-01-21T19:09:00,normal
provisioning_enable_network_config,1,medium,web,EU,140,85,0,2025-01-13T12:29:00,post-release
catalog_enable_stock_levels,1,high,mobile,US,322,103,0,2025-01-15T07:17:00,normal
catalog_enable_category_management,0,low,web,EU,103,40,0,2025-01-06T08:05:00,normal
customer_enable_signature_capture,1,high,web,US,373,93,1,2025-02-20T21:26:00,normal
customer_enable_account_linking_validation,1,high,web,LATAM,256,103,0,2025-02-16T13:48:00,normal
cart_product_management_product_filtering,0,low,web,US,111,63,0,2025-02-05T20:35:00,normal
customer_enable_churn_prediction,1,high,mobile,APAC,339,102,0,2025-01-21T05:07:00,normal
order_compliance_enable_audit_logging,0,high,web,APAC,259,82,0,2025-02-19T23:25:00,normal
billing_enable_late_fee_calculation,1,high,mobile,APAC,312,112,0,2025-01-29T09:39:00,normal
customer_enable_contract_renewal,1,high,mobile,LATAM,325,101,0,2025-01-06T06:52:00,normal
notification_sms_fragmentation_enable,0,medium,web,US,114,65,1,2025-01-27T13:40:00,normal
billing_enable_discount_application,1,medium,web,LATAM,206,64,0,2025-01-03T08:31:00,normal
inventory_enable_forecasting,0,low,web,APAC,132,62,0,2025-01-03T20:23:00,normal
payment_advanced_enable_predictive_churn,0,low,web,APAC,118,42,0,2025-02-15T11:57:00,post-release
catalog_enable_review_images,1,high,web,EU,321,96,0,2025-01-23T18:50:00,normal
payment_refund_enable_full_refund,1,low,web,APAC,200,71,0,2025-01-21T08:31:00,normal
provisioning_enable_throttling,1,high,web,LATAM,372,85,0,2025-02-05T05:11:00,normal
cart_compatibility_device_service_compatibility,1,low,web,LATAM,186,66,0,2025-01-13T23:26:00,normal
provisioning_enable_audit_logs,0,high,web,APAC,289,75,1,2025-02-21T10:02:00,post-release
inventory_enable_stock_counting,1,medium,mobile,APAC,203,77,0,2025-01-25T09:33:00,normal
billing_enable_subscription_discount,1,medium,web,LATAM,183,70,0,2025-01-13T15:40:00,normal
catalog_enable_service_plans,1,high,mobile,LATAM,339,121,1,2025-02-08T02:46:00,normal
catalog_enable_product_categorization,1,medium,web,LATAM,203,66,0,2025-02-15T08:36:00,normal
cart_checkout_payment_gateway_integration,1,high,mobile,EU,352,114,0,2025-01-30T03:43:00,normal
cart_bundling_bundle_recommendations,0,low,mobile,US,145,43,0,2025-01-23T12:26:00,post-release
customer_enable_suspension,1,low,web,US,156,60,0,2025-01-18T17:00:00,normal
cart_compatibility_device_service_compatibility,1,medium,mobile,US,196,59,0,2025-02-10T23:10:00,normal
customer_enable_kyc_validation,1,medium,web,US,239,71,0,2025-02-23T11:47:00,post-release
payment_advanced_enable_dynamic_pricing,1,medium,mobile,APAC,192,79,0,2025-01-17T22:57:00,normal
auth_enable_account_lock,1,medium,mobile,LATAM,137,66,0,2025-01-10T08:37:00,normal
catalog_enable_category_recommendations,0,low,web,APAC,140,57,0,2025-01-28T16:46:00,normal
payment_dispute_enable_chargeback_handling,0,high,mobile,US,237,72,0,2025-02-18T06:42:00,normal
provisioning_enable_roaming_config,1,medium,web,EU,162,82,0,2025-01-02T08:35:00,normal
billing_enable_unmatched_invoice_handling,0,low,mobile,US,140,54,0,2025-01-23T13:20:00,normal
cart_financing_lease_options,0,high,mobile,EU,211,67,0,2025-02-11T12:05:00,post-release
payment_billing_enable_invoice_billing,1,high,web,LATAM,362,118,0,2025-01-20T02:17:00,normal
cart_inventory_pre_order_support,1,low,mobile,LATAM,195,78,1,2025-01-06T14:10:00,normal
provisioning_enable_slice_isolation,1,medium,web,APAC,189,73,0,2025-01-17T04:02:00,normal
provisioning_enable_usage_tracking,0,low,mobile,US,112,60,0,2025-01-31T15:30:00,normal
payment_compliance_enable_fraud_detection,0,high,web,LATAM,217,67,0,2025-01-15T22:34:00,normal
order_fulfillment_enable_delivery_tracking,1,high,web,US,290,104,0,2025-02-17T22:41:00,normal
catalog_enable_product_lifecycle,1,medium,web,US,173,74,0,2025-01-08T22:58:00,normal
payment_method_enable_buy_now_pay_later,1,medium,mobile,APAC,181,77,0,2025-01-06T23:58:00,normal
cart_offers_referral_offers,0,high,mobile,EU,303,80,1,2025-01-14T02:54:00,normal
order_fulfillment_enable_delivery_tracking,0,high,web,EU,296,66,0,2025-01-14T18:02:00,normal
billing_enable_advance_payment_tracking,0,high,mobile,APAC,261,83,0,2025-01-13T10:02:00,post-release
cart_notifications_order_updates,1,medium,web,EU,169,75,1,2025-01-11T11:22:00,post-release
notification_diag_headers_enable,1,low,mobile,APAC,199,56,0,2025-01-14T19:43:00,normal
order_inventory_enable_reserve_items,1,low,web,EU,143,69,0,2025-02-24T07:23:00,normal
customer_enable_language_preferences,0,high,mobile,APAC,224,87,0,2025-01-28T20:58:00,normal
payment_analytics_enable_payment_method_analytics,1,medium,mobile,US,178,51,0,2025-01-26T10:48:00,post-release
payment_method_enable_bank_transfer,1,high,web,US,345,107,1,2025-01-03T11:10:00,post-release
order_inventory_enable_reserve_items,1,medium,mobile,LATAM,155,62,0,2025-01-08T07:20:00,normal
inventory_enable_supplier_orders,1,low,web,APAC,146,74,0,2025-02-13T05:00:00,normal
cart_operations_cart_recovery,0,low,web,APAC,150,43,0,2025-01-26T22:50:00,normal
notification_channel_push_enable,0,medium,web,US,109,56,0,2025-01-08T04:51:00,normal
order_inventory_enable_reserve_items,1,high,web,LATAM,417,93,0,2025-01-16T18:39:00,normal
payment_method_enable_digital_wallet,0,low,web,LATAM,109,55,0,2025-02-13T09:46:00,normal
provisioning_enable_voicemail,1,low,mobile,US,181,77,0,2025-02-16T16:39:00,normal
